"ourPrice"	"theirPrice"	"sales"
126.253632310371	129.606978052568	11650.0624323617
98.9843566345015	95.5680803995511	7754.27021997516
117.965052114329	109.526991083252	12211.2728810031
101.803217714517	90.6882218835966	9862.93512585752
119.729087125223	118.225439221867	9059.187008865
111.949604068552	103.09181554203	7233.08890728504
71.1538695543492	80.3063895907127	10406.8449579388
93.1051727441454	90.083485518644	9345.30408615338
68.4194668831759	69.9407023304546	8649.38012480473
84.0674510509697	87.8470737759252	7635.62171305389
95.919431752637	98.1791573707821	10763.3291459633
108.604508608894	103.584083901327	12941.0651310558
104.305402462853	102.710639953274	8071.30974569166
83.3820546199288	78.0443727901304	10567.8891389049
109.451273951107	118.192650793586	11004.6872920704
111.76252354768	113.127962439312	10711.4062706068
89.0883530086027	89.7392360195366	10962.3599241233
64.7025874268876	59.6520036635444	6036.12065242734
113.655361844677	108.214765007409	8850.76053461845
118.639792651475	119.681350443662	9700.76364120939
101.194310332384	95.6471885658381	6599.10457768555
95.6436905599319	100.583970012101	8644.02563365845
104.600792403635	102.643481948282	9466.38494513738
77.5494793381379	82.2872832717863	10580.8340328598
104.317666184051	108.820246670376	11145.1156703292
124.313822642484	130.484409148827	11261.0391901326
102.356783280145	97.8758092670595	10522.1790138197
114.284973289625	120.6668712787	14994.4059228266
103.352468321728	101.713940867981	9773.71890375702
129.044997973109	127.845307600741	10437.3609934358
116.073994692014	109.78001686061	11966.6265157683
95.5180932382093	97.9463646802529	8134.15799054747
115.774646396728	115.132326075442	10579.001859126
82.3777475602101	87.7426481773108	10395.2497344252
84.1188392802155	83.1821513324691	8656.60488564752
79.3202279946626	75.6729191001578	10135.1328638025
103.893200138994	100.551013403925	10084.8795394357
100.410504321308	113.97245801807	9249.29895013484
110.301175275606	107.346622711811	6687.31617076322
92.1873311714283	90.1008610799897	9683.29471054798
86.6466716506257	92.9969054656824	10330.8655787458
82.6278639311961	82.2006851716211	11918.2236705426
97.5163359920375	96.529417515864	10872.4219925833
127.39415212069	123.535856774765	9404.455570463
113.450563512466	114.005012517487	8948.33234073253
100.357133796324	97.8739590726198	8646.03343793479
75.1514953614377	76.788284382705	9544.51126656048
81.3624154227996	73.2741886861668	9903.51534011054
113.593010079938	111.028744701439	9537.59815349485
107.934057417354	112.152014918294	9267.37880264511
105.403515521317	99.8111423985638	9490.61693476587
86.4427614508297	81.9795056366051	9750.03697276959
115.171933744501	117.496214329227	11198.2265488009
110.522766929611	110.676479904725	11165.1593584381
97.2359000562362	98.7114045315707	11376.6563301243
91.8465710759068	99.669282897222	10481.3366255893
103.602320015178	103.157508379506	9520.97066622884
107.242975728996	110.380044771562	9052.97265460034
71.9405022211375	72.2375323281015	6884.60467272225
97.4384786140339	98.839625637353	9272.91232352116
114.531393230104	108.492659129027	11174.4769432458
91.7202481756105	89.4937805787679	10505.0768959319
93.3444046601652	86.2968180322082	8555.01478979912
99.962062287456	95.7311138464663	9358.51178565412
76.3259224207874	76.389489299763	8136.90868161151
112.458830233293	103.684713845062	9323.95692623508
114.178146805958	114.825650156533	10041.7343481402
114.788710889703	105.053235398303	13360.2434982857
105.392565504889	100.378046096252	11124.0901348117
115.055380611718	112.605567574936	10762.7922191668
129.207106464388	132.855292775507	12032.7651474823
89.3582514108844	88.3716144354544	7732.2665701102
118.40097745814	116.404235956876	11404.2946238082
113.494302234999	124.461182677136	11248.6143457123
123.784825229699	129.660645965269	9882.15342516361
89.5800299758249	94.3195586759998	8423.23872970042
94.5693679210267	99.0520031789644	7807.38521604457
103.199915068559	100.314197675156	10147.7906519115
87.7657466448302	93.2660184049832	9424.94454039457
111.934902684589	117.303905383916	12668.5447387029
90.1521838359837	90.5645396126817	9448.93613907073
86.1273088469669	76.1974515878381	7999.95942473383
107.934775759134	106.870335767451	10618.6404404056
114.784195778789	114.347893168469	7677.73026098683
92.7684660789984	93.1490309203618	8346.53825244975
116.976543086622	114.6872632815	11805.6528702619
133.228535534425	133.041049549434	12816.6254546587
96.2413151899894	96.2911265630173	8008.03124464078
93.5859822011885	94.8673072514961	10400.8906058402
98.648125182497	87.042971229307	7571.01115131405
73.7680013707053	77.5221721369915	8711.67323949837
106.251200167904	104.402055199501	9614.56925867064
94.1623878547631	88.9544287456002	10759.0757440035
105.746504206702	111.235558767524	10077.5247329502
98.8048098465771	91.173237131179	5952.65389780635
95.7997472304902	95.3244222615634	9145.45848659166
97.504375631771	104.708861208684	10624.1613918178
101.782489100998	103.3458153474	7012.82986563266
131.49750959507	135.224359164108	11506.3191840067
103.968179474916	106.882197502481	8389.68897801036
